,site_name,site_city,site_county,site_zip,site_setting,number_sessions,num_volunteers,total_volunteer_hours,participants_total,participants_gender_male,participants_gender_female,participants_gender_non_binary,participants_gender_prefer_not_to_respond,participants_age_youth,participants_age_lt5,participants_age_5to7,participants_age_8to10,participants_age_11to13,participants_age_14to17,participants_age_18to29,participants_age_30to59,participants_age_60to75,participants_age_76plus,participants_age_adult,participants_ethnicity_hispanic,participants_ethnicity_non_hispanic,participants_ethnicity_prefer_not_to_respond,participants_ethnicity_unknown,participants_amerind_onerace_total,participants_amerind_multirace_total,participants_asian_onerace_total,participants_asian_multirace_total,participants_black_onerace_total,participants_black_multirace_total,participants_hawpac_onerace_total,participants_hawpac_multirace_total,,participants_white_multirace_total,participants_race_amerind,participants_race_asian,participants_race_black,participants_race_hawpac,participants_race_white,participants_race_two_or_more,participants_race_prefer_not_to_respond,participants_race_unknown
1966,Virginia State Capitol,Richmond,Richmond,23219,,2,1,9,10,1,9,0,0,10,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1967,Augusta County Extension Office,Verona,Augusta,24482,,3,5,5,21,10,11,NA,NA,16,NA,0,0,0,0,NA,NA,NA,NA,5,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,21,NA,NA,NA
1968,Beauregard Farm,Culpeper,Culpeper,22714,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,North River Elementary School,Mount Solon,Augusta,22843,,3,0,0,223,113,110,NA,NA,206,NA,0,0,0,0,NA,NA,NA,NA,17,20,118,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,138,NA,NA,85
1970,Sweet Briar College,Sweet Briar Station,Amherst,24595,,1,2,4,24,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
1971,Buckingham County Elementary School,Dillwyn,Buckingham,23936,"Schools (K-12, elementary, middle, and high)",14,NA,NA,5,0,5,NA,NA,5,NA,0,0,0,0,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
1972,Lee County Extension Office,Pennington Gap,Lee,24277,Extension offices,2,1,5,18,6,8,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,18,NA,NA,NA
1973,Pennington Gap Community Center,Pennington Gap,Lee,24277,Community and recreation centers,2,NA,NA,34,4,27,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,31,1,30,NA,3,NA,1,NA,NA,1,NA,NA,NA,29,NA,1,NA,1,NA,29,1,NA,3
1974,Lincoln Memorial University's DeBusk Teaching Center,Rose Hill,Rappahannock,24248,,1,NA,NA,61,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
1975,Pennington Gap Community Center,Pennington Gap,Lee,24277,Community and recreation centers,1,NA,NA,35,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,35,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
1976,AR Ware Elementary School,Staunton,Staunton,24401,,1,2,1,30,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
1977,Fairview Elementary School,Galax,Galax,24333,,4,NA,NA,16,8,8,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,14,2,NA,NA
1978,Grayson Highlands School,Troutdale,Grayson,24378,,3,NA,NA,16,4,12,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,14,2,NA,NA
1979,Fries School,Fries,Grayson,24330,,4,NA,NA,18,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
1980,Independence Elementary School,Independence,Grayson,24348,,3,NA,NA,24,14,10,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,3,21,NA,NA,NA,NA,1,NA,1,NA,NA,NA,19,NA,NA,1,1,NA,19,NA,NA,3
1981,"Tidewater Community College,",Norfolk,Norfolk,23510,,1,1,2,15,NA,15,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA
1982,FT Valley Farm,Sperryville,Rappahannock,22740,,1,4,3.5,24,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
1983,GATE Center,Independence,Grayson,24348,,2,NA,NA,31,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
1984,Shore Christian Academy,Belle Haven,Accomack,23306,,1,1,NA,16,6,10,NA,NA,16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,16,NA,NA,NA
1985,GATE Center,Independence,Grayson,24348,,2,2,2,8,2,5,NA,NA,4,NA,0,0,0,0,1,2,NA,NA,3,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,1
1986,Hanover Dept of Social Services,Ashland,Hanover,23005,SNAP offices,17,34,102,29,11,18,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,29,NA,26,NA,3,NA,NA,NA,NA,1,NA,NA,NA,25,NA,NA,NA,1,NA,25,1,NA,2
1987,Castlewood High School,Lebanon,Russell,24224,"Schools (K-12, elementary, middle, and high)",1,NA,NA,3,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1988,Tazewell County Fairgrounds,Tazewell,Tazewell,24651,State / county fairgrounds,2,NA,NA,435,NA,NA,NA,NA,415,NA,0,0,0,0,NA,NA,NA,NA,20,NA,NA,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435
1989,,,,,,1,NA,NA,12,4,8,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
1990,,,,,,4,NA,NA,6,1,5,NA,NA,NA,NA,0,0,0,0,NA,4,2,NA,6,0,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,3,NA,NA,NA
1991,,,,,,1,NA,NA,12,4,8,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
1992,Fairview Elementary School,Galax,Galax,24333,,4,NA,NA,14,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
1993,Fairview Elementary School,Galax,Galax,24333,,3,NA,NA,21,12,9,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,21,NA,NA,NA
1994,Grayson Highlands School,Troutdale,Grayson,24378,,3,NA,NA,17,8,9,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,NA,NA,1,NA,16,NA,NA,NA
1995,Fries School,Fries,Grayson,24330,,4,NA,NA,18,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
1996,Fries School,Fries,Grayson,24330,,4,NA,NA,22,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
1997,Rowser Building,Stafford,Stafford,22554,,1,2,2,5,1,4,NA,NA,2,NA,0,0,0,0,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
1998,The Rowser Building,Stafford,Stafford,22554,,1,1,2,8,NA,8,NA,NA,4,NA,0,0,0,0,NA,NA,NA,NA,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA
1999,Independence Elementary School,Independence,Grayson,24348,,3,NA,NA,26,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
2000,Independence Elementary School,Independence,Grayson,24348,,3,NA,NA,22,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2001,Independence Elementary School,Independence,Grayson,24348,,3,NA,NA,22,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
2002,The Rowser Building,Stafford,Stafford,22554,,1,1,2,11,2,9,NA,NA,6,NA,0,0,0,0,NA,NA,NA,NA,5,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA
2003,Southwest 4-H Center,Abingdon,Washington,24210,"Other places people go to ""play""",3,NA,NA,4,2,2,NA,NA,3,NA,0,0,0,0,1,NA,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA
2004,Madison County Public Schools,Madison,Madison,22727,"Schools (K-12, elementary, middle, and high)",1,2,120,6,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2005,Rockingham County Extension Office,Harrisonburg,Harrisonburg,22801,,1,NA,NA,3,1,2,0,0,3,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2006,Virginia State Capitol,Richmond,Richmond,23219,,1,NA,NA,15,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2007,Linville Edom Elementary School,Linville,Rockingham,22834,,1,1,1.5,23,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2008,Cumberland Middle School,Cumberland,Cumberland,23040,,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Atlee Library,Mechanicsville,Hanover,23116,Libraries,1,4,12,29,4,10,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,15,NA,11,NA,18,NA,NA,NA,NA,2,NA,NA,NA,13,NA,NA,NA,2,NA,13,NA,NA,14
2010,Clare Lillard,Orange,Orange,22960,Extension offices,2,1,10,6,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,VCE- Tazewell County Office,North Tazewell,Tazewell,24630,,9,NA,NA,7,2,5,NA,NA,5,NA,0,0,0,0,NA,2,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,1,NA,6,1,NA,NA
2012,Atlee Library,Mechanicsville,Hanover,23116,Libraries,1,7,66,30,6,23,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,30,1,26,NA,3,NA,NA,1,NA,2,NA,NA,NA,25,NA,NA,1,2,NA,25,NA,NA,2
2013,Mountainview Nursing Home,Madison,Madison,22709,Group living arrangements,1,NA,NA,10,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,The Rowser Building,Stafford,Stafford,22554,,1,6,14,26,11,15,NA,NA,16,NA,0,0,0,0,NA,NA,NA,NA,10,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,26,NA,NA,NA
2015,Virginia Tech Alphin Stuart Livestock Arena,Blacksburg,Montgomery,24061,,2,NA,NA,800,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800
2016,The Rowser Building,Stafford,Stafford,22554,,1,4,10,25,10,15,NA,NA,14,NA,0,0,0,0,NA,NA,NA,NA,11,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,25,NA,NA,NA
2017,VCE Tazewell County,Tazewell,Tazewell,24630,Extension offices,2,NA,NA,9,3,6,NA,NA,8,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA,7,NA,NA,NA,2,NA,7,2,NA,NA
2018,Northern Virginia Juvenile Detention Center (NVJDC),Alexandria,Alexandria,22304,"Schools (K-12, elementary, middle, and high)",1,2,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2019,Hanover County Extension Office,Ashland,Hanover,23005,Extension offices,1,5,17,25,2,12,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,14,NA,12,NA,13,NA,NA,NA,NA,1,NA,NA,NA,12,NA,NA,NA,1,NA,12,NA,NA,12
2020,Dinwiddie Cooperative Extension,Dinwiddie,Dinwiddie,23841,Extension offices,1,NA,0,6,1,5,NA,NA,NA,NA,0,0,0,0,NA,2,4,NA,6,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,1,NA,5,NA,NA,NA
2021,Hanover County Extension Office,Ashland,Hanover,23005,Extension offices,1,1,8,21,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2022,Carver Center,Culpeper,Culpeper,22733,,2,NA,NA,10,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2023,VSU Randolph Farm,Petersburg,Petersburg,23803,Schools (colleges and universities),1,3,3,39,NA,NA,NA,NA,39,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
2024,Liberty Middle School,Ashland,Hanover,23005,"Schools (K-12, elementary, middle, and high)",1,5,32,162,84,78,NA,NA,157,NA,0,0,0,0,NA,NA,NA,NA,5,13,149,NA,NA,1,NA,6,NA,14,NA,NA,NA,116,NA,1,6,14,NA,116,NA,NA,25
2025,Liberty Middle School,Ashland,Hanover,23005,"Schools (K-12, elementary, middle, and high)",1,3,12.5,134,70,64,NA,NA,130,NA,0,0,0,0,NA,NA,NA,NA,4,11,123,NA,NA,NA,NA,5,NA,12,NA,NA,NA,96,NA,NA,5,12,NA,96,NA,NA,21
2026,James Madison's Montpelier,Orange,Orange,22957,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2027,Bell Creek Middle School,Ashland,Hanover,23111,"Schools (K-12, elementary, middle, and high)",1,1,8,116,60,56,NA,NA,109,NA,0,0,0,0,NA,NA,NA,NA,7,10,106,NA,NA,NA,NA,5,NA,10,NA,NA,NA,83,NA,NA,5,10,NA,83,NA,NA,18
2028,Amherst Elementary School,Amherst,Amherst,24521,"Schools (K-12, elementary, middle, and high)",3,NA,NA,20,11,9,NA,NA,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,20,NA,NA,1,NA,NA,NA,4,NA,NA,NA,15,NA,1,NA,4,NA,15,NA,NA,NA
2029,Carver Center,Culpeper,Culpeper,22733,,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,Bell Creek Middle School,Ashland,Hanover,23111,"Schools (K-12, elementary, middle, and high)",1,1,8,130,68,62,NA,NA,124,NA,0,0,0,0,NA,NA,NA,NA,6,11,119,NA,NA,NA,NA,5,NA,12,NA,NA,NA,93,NA,NA,5,12,NA,93,NA,NA,20
2031,Amherst Elementary School,Amherst,Amherst,24521,"Schools (K-12, elementary, middle, and high)",3,NA,NA,21,12,9,NA,NA,21,NA,0,0,0,0,NA,NA,NA,NA,NA,2,19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,17,NA,NA,NA,1,NA,17,1,NA,2
2032,Chickahominy Middle School,Mechanicsville,Hanover,23116,"Schools (K-12, elementary, middle, and high)",1,2,11,170,89,81,NA,NA,162,NA,0,0,0,0,NA,NA,NA,NA,8,15,155,NA,NA,NA,NA,7,NA,15,NA,NA,NA,121,NA,NA,7,15,NA,121,NA,NA,27
2033,Temple Christian School,Madison Heights,Amherst,24572,,3,NA,NA,15,12,3,NA,NA,15,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,NA,NA,1,NA,14,NA,NA,NA
2034,Chickahominy Middle School,Mechanicsville,Hanover,23116,"Schools (K-12, elementary, middle, and high)",1,1,5,229,119,110,NA,NA,224,NA,0,0,0,0,NA,NA,NA,NA,5,19,210,NA,NA,NA,NA,9,NA,20,NA,NA,NA,164,NA,NA,9,20,NA,164,NA,NA,36
2035,Elon Elementary School,Madison Heights,Amherst,24572,"Schools (K-12, elementary, middle, and high)",2,NA,NA,20,12,8,NA,NA,20,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,20,NA,NA,1,NA,NA,NA,4,NA,NA,NA,15,NA,1,NA,4,NA,15,NA,NA,NA
2036,Elon Elementary School,Madison Heights,Amherst,24572,"Schools (K-12, elementary, middle, and high)",2,NA,NA,20,10,10,NA,NA,20,NA,0,0,0,0,NA,NA,NA,NA,NA,1,19,NA,NA,0,NA,NA,NA,2,NA,NA,NA,17,NA,0,NA,2,NA,17,1,NA,NA
2037,Carroll County Cooperative Extension,Hillsville,Carroll,24343,,1,1,2,18,11,7,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,18,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,18,NA,NA,NA
2038,Elon Elementary School,Madison Heights,Amherst,24572,"Schools (K-12, elementary, middle, and high)",2,NA,NA,21,13,8,NA,NA,21,NA,0,0,0,0,NA,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,15,NA,NA,NA,4,NA,15,2,NA,NA
2039,Cossey Botanical Park,Fredericksburg,Fredericksburg,22401,,1,2,4,11,1,10,NA,NA,1,NA,0,0,0,0,NA,NA,NA,NA,10,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2040,Buckingham County Elementary School,Dillwyn,Buckingham,23936,"Schools (K-12, elementary, middle, and high)",15,NA,NA,12,5,7,NA,NA,12,NA,0,0,0,0,NA,NA,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,5,NA,7,NA,NA,NA
2041,Russell County Conference Center,Lebanon,Russell,24266,Extension offices,1,NA,NA,50,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2042,VCE Tazewell County,Tazewell,Tazewell,24630,Extension offices,2,NA,NA,7,4,3,NA,NA,6,NA,0,0,0,0,NA,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA
2043,Buckingham Agricultural Center,Buckingham,Buckingham,23921,Extension offices,4,3,36,9,4,5,NA,NA,9,NA,0,0,0,0,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,9,NA,NA,NA
2044,VCE Tazewell County,Tazewell,Tazewell,24630,Extension offices,2,NA,NA,10,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2045,VCE Tazewell County,Tazewell,Tazewell,24630,Extension offices,1,NA,NA,12,7,5,NA,NA,12,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,NA,1,NA,11,1,NA,NA
2046,Tazewell County Fairgrounds,Tazewell,Tazewell,24651,State / county fairgrounds,1,NA,NA,90,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2047,VCE Tazewell County,Tazewell,Tazewell,24630,Extension offices,2,NA,NA,15,2,13,NA,NA,9,NA,0,0,0,0,NA,NA,NA,NA,6,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
2048,The BARN- Buckingham Agriculture Resource Network,Buckingham,Buckingham,23921,Community organizations,4,2,36,17,NA,NA,NA,NA,13,NA,0,0,0,0,NA,4,NA,NA,4,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
2049,Agusta Expoland,Fishersville,Augusta,22939,,1,NA,NA,35,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2050,Tazewell Intermediate School,North Tazewell,Tazewell,24630,,4,NA,NA,286,141,145,NA,NA,277,NA,0,0,0,0,NA,NA,NA,NA,9,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286
2051,Spotswood High School,Penn Laird,Rockingham,22846,,1,4,4,18,9,9,NA,NA,8,NA,0,0,0,0,9,NA,NA,NA,9,0,5,NA,13,NA,NA,NA,NA,3,NA,NA,NA,7,5,NA,NA,3,NA,12,5,NA,3
2052,Orange County Public Schools,Orange,Orange,22960,"Schools (K-12, elementary, middle, and high)",1,NA,NA,23,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2053,VCE Tazewell County,Tazewell,Tazewell,24630,Extension offices,2,NA,NA,23,10,3,NA,NA,13,NA,0,0,0,0,NA,NA,NA,NA,10,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2054,Tazewell County Fairgrounds,Tazewell,Tazewell,24651,State / county fairgrounds,2,NA,NA,416,NA,NA,NA,NA,396,NA,0,0,0,0,NA,NA,NA,NA,20,NA,NA,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416
2055,Rockingham County Fairgrounds,Harrisonburg,Harrisonburg,22801,,1,NA,NA,300,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
2056,Augusta Expo Event Center,Fishersville,Augusta,22939,Community organizations,3,30,110,416,16,15,NA,NA,166,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416
2057,James Madison's Montpelier,Orange,Orange,22957,,1,2,4,1,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2058,Northern Piedmont Research Station,Orange,Orange,22960,,1,0,0,10,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2059,Northern Fauquier Community Park,Marshall,Fauquier,20115,,1,3,6,22,5,17,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,22,2,18,2,NA,NA,NA,1,NA,NA,NA,NA,NA,18,NA,NA,1,NA,NA,18,NA,1,2
2060,Holiday Lake 4-H Educational Center,Appomattox,Appomattox,24522,,1,20,80,115,56,59,NA,NA,95,NA,0,0,0,0,NA,NA,NA,NA,20,2,113,NA,NA,2,NA,1,NA,12,5,2,NA,93,NA,2,1,17,2,93,5,NA,NA
2061,Oak Knoll Middle School,Mechanicsville,Hanover,23116,"Schools (K-12, elementary, middle, and high)",1,3,11.5,153,80,73,NA,NA,144,NA,0,0,0,0,NA,NA,NA,NA,9,13,140,NA,NA,NA,NA,6,NA,14,NA,NA,NA,110,NA,NA,6,14,NA,110,NA,NA,23
2062,Oak Knoll Middle School,Mechanicsville,Hanover,23116,"Schools (K-12, elementary, middle, and high)",1,3,24,152,80,72,NA,NA,143,NA,0,0,0,0,NA,NA,NA,NA,9,13,139,NA,NA,NA,NA,6,NA,14,NA,NA,NA,110,NA,NA,6,14,NA,110,NA,NA,22
